Date, TIME_GPS, Altitude, Latitude, Longitude, CH4_dry
1/18/2013,73583,301.3394897,37.39095823,-120.7347937,4.144169211
1/18/2013,73587,303.2567226,37.39114383,-120.7400562,3.986145656
1/8/2016,75403,759.256,34.29531,-118.573,3.981266
1/18/2013,73580,299.5448634,37.39079625,-120.730465,3.769390624
1/18/2013,73615,294.8885179,37.39260475,-120.7787971,3.654922045
1/18/2013,73599,302.925376,37.39168491,-120.7564982,3.642031282
1/18/2013,73612,299.2103231,37.39237048,-120.7744172,3.631353349
1/18/2013,73578,297.8252238,37.39063395,-120.7265514,3.629816892
1/18/2013,73608,301.7223084,37.39215892,-120.7698281,3.490666541
11/10/2014,79281,236.2464,37.0589,-120.442,3.472003
1/8/2016,75082,694.2003,34.32396,-118.511,3.465053
1/18/2013,73315,265.3081796,37.27023755,-120.7550555,3.431284383
1/18/2013,73335,253.9848715,37.28400007,-120.730911,3.338546185
1/18/2013,73320,271.7071774,37.27330793,-120.7493733,3.316641951
1/18/2013,73280,259.0567684,37.24741915,-120.7983446,3.315663975
1/18/2013,73283,261.2266384,37.24965085,-120.794144,3.284142147
1/18/2013,73651,269.1960491,37.39582431,-120.8318584,3.268539677
1/22/2013,75705,248.7471696,37.96037155,-121.3573523,3.215627853
1/18/2013,72097,263.5042626,36.99112319,-120.3632202,3.215082309
1/18/2013,73660,269.5878538,37.39651775,-120.8456284,3.214562251
1/18/2013,71402,271.3641557,37.33690385,-120.529352,3.210729339
1/18/2013,73287,258.8335543,37.25235671,-120.7890351,3.203804299
1/18/2013,72071,250.8349689,36.99454612,-120.3251432,3.177895515
1/18/2013,71405,239.1570406,37.3397098,-120.5301738,3.161907237
1/18/2013,73618,289.6100691,37.39288724,-120.7834184,3.148042892
1/8/2016,75526,750.4822,34.28124,-118.567,3.143569
1/18/2013,73323,276.3399654,37.27556386,-120.7453526,3.130233629
11/10/2014,79278,232.9129,37.05864,-120.438,3.112591
1/18/2013,73306,272.4730573,37.26423987,-120.7664508,3.104134623
11/10/2014,79948,249.0544,37.3308,-120.833,3.102562
1/18/2013,73310,266.5013107,37.26698002,-120.7612521,3.09888896
1/18/2013,73275,262.8929474,37.24405656,-120.8047829,3.088694998
1/18/2013,73339,251.1683652,37.28673665,-120.7263681,3.087575564
1/18/2013,71795,258.0530552,37.13165401,-120.2692408,3.081468139
1/18/2013,73696,271.808235,37.39902773,-120.8969115,3.080977273
1/18/2013,73269,272.0640728,37.24060759,-120.811527,3.080694484
1/18/2013,73558,304.6747259,37.38966969,-120.6974986,3.058997639
1/8/2016,75391,767.8566,34.30098,-118.589,3.053467
11/10/2014,79951,243.7919,37.33113,-120.837,3.05158
1/18/2013,73692,271.9154169,37.3987434,-120.8919649,3.05056584
11/10/2014,79284,238.5666,37.05916,-120.446,3.041978
1/18/2013,73344,258.8271375,37.29046551,-120.7202974,3.036218624
1/18/2013,71408,207.5184622,37.34310143,-120.5316349,3.032565115
1/22/2013,75766,276.5895291,37.91742535,-121.4343328,3.027782346
1/18/2013,73401,294.9731548,37.33194261,-120.6538513,3.027313642
1/18/2013,73351,268.6977621,37.29578301,-120.711872,3.012096372
1/22/2013,75770,284.9144444,37.91510481,-121.4388978,3.007401122
1/18/2013,73592,304.1011456,37.39137421,-120.7472672,3.005934398
1/22/2013,75748,271.8067249,37.92975556,-121.4101593,3.00401872
11/26/2012,70471,49.47356752,37.35798977,-120.5450159,2.99590755
1/22/2013,75762,271.0026076,37.92013043,-121.428939,2.994648973
1/22/2013,75709,248.7493974,37.95725336,-121.3616528,2.993633427
1/18/2013,73468,205.5086252,37.37959818,-120.5782834,2.993170863
1/22/2013,75740,273.1632511,37.93509201,-121.4002923,2.988204527
1/18/2013,73413,281.9602062,37.34017722,-120.6395164,2.981119242
1/18/2013,72116,259.4838525,36.98963666,-120.3913397,2.980393351
1/18/2013,73298,285.4472888,37.25905702,-120.7761763,2.979434917
1/8/2016,75523,742.1622,34.28151,-118.563,2.977447
11/26/2012,70468,55.57433258,37.3556343,-120.5426204,2.972362081
1/22/2013,74612,280.8301756,37.4756401,-120.7596984,2.972294157
1/22/2013,75756,266.2121354,37.9244219,-121.420437,2.972182244
1/18/2013,73293,271.9368906,37.25578079,-120.7824874,2.966935602
1/18/2013,73553,307.8920038,37.38948287,-120.6905934,2.965578488
1/22/2013,74546,281.2967454,37.50619577,-120.7304571,2.960170974
1/22/2013,75744,274.9260971,37.93213172,-121.4057348,2.960108117
1/18/2013,73636,274.7475944,37.39460318,-120.8098502,2.956335204
1/18/2013,74191,265.2290384,37.46761758,-121.0502459,2.955249125
1/22/2013,74513,283.3044323,37.52686202,-120.7714769,2.952445961
1/22/2013,75751,268.0451457,37.92733984,-121.4147561,2.945195861
1/22/2013,74525,284.0877095,37.51988359,-120.7576871,2.943015032
1/18/2013,71412,187.3282211,37.34621813,-120.5335534,2.941374948
1/8/2016,75534,754.2132,34.28053,-118.579,2.932696
1/22/2013,75807,265.4151271,37.89063234,-121.4877179,2.930393149
1/18/2013,73227,259.7837379,37.21321675,-120.8620425,2.925347738
1/18/2013,72067,242.1718486,36.99511854,-120.3199763,2.924275799
1/22/2013,75800,269.2374556,37.89488301,-121.4782392,2.921448355
1/18/2013,73223,260.7457903,37.21066359,-120.8665726,2.921183498
1/18/2013,73218,272.4883992,37.20755605,-120.8721394,2.920268536
1/18/2013,73239,283.9735452,37.22098583,-120.8483511,2.91802246
1/22/2013,74269,261.8151365,37.52722247,-121.0221601,2.917271418
1/22/2013,75701,250.8582212,37.96412664,-121.3526316,2.917090542
1/18/2013,73632,277.8917731,37.39423733,-120.8041489,2.916199189
1/22/2013,75804,267.2216999,37.89257784,-121.4830836,2.916061249
1/22/2013,74569,267.0220697,37.49133194,-120.7036525,2.915671842
1/22/2013,73854,267.7145439,37.37701128,-120.6356036,2.913210653
1/18/2013,73480,135.6672119,37.38930322,-120.5850149,2.913151966
1/18/2013,73235,278.3334309,37.21884898,-120.852163,2.908254769
1/18/2013,73264,278.6518444,37.237449,-120.8176783,2.905893528
11/10/2014,79275,228.0474,37.05837,-120.433,2.903605
1/18/2013,73483,138.681782,37.38788352,-120.5907049,2.900420668
1/22/2013,74691,275.9285202,37.45640006,-120.8734021,2.900073571
1/18/2013,72086,268.3163623,36.99232695,-120.3472397,2.89984948
1/18/2013,73356,273.9449693,37.29962512,-120.7059837,2.897070321
1/18/2013,73419,263.9114519,37.34454413,-120.6320773,2.894740237
1/22/2013,73851,269.6992922,37.37668126,-120.6310136,2.894565302
1/18/2013,73459,212.5002048,37.37276903,-120.5877412,2.892764094
1/4/2013,70928,78.26052053,37.39416902,-120.5846087,2.890535888
1/22/2013,74073,249.8792839,37.39832886,-120.9554462,2.889233151
1/22/2013,73815,272.7002529,37.37263554,-120.579122,2.885243972
1/22/2013,74077,244.7770162,37.39877508,-120.9616754,2.884074876
1/22/2013,75697,254.9334136,37.96730322,-121.3487989,2.882742106
1/18/2013,71468,30.04793715,37.38992888,-120.5778364,2.880998972
1/18/2013,72108,260.6663651,36.99024595,-120.3798371,2.880752493
1/22/2013,74535,279.8708929,37.51304746,-120.74419,2.877479533
1/18/2013,72119,257.1373625,36.98933415,-120.3963881,2.876885793
1/22/2013,75815,265.0891247,37.88655535,-121.4985575,2.876372105
1/18/2013,73596,305.0353161,37.39153268,-120.7520448,2.876295256
1/22/2013,75811,264.0086499,37.88830138,-121.4938424,2.875003862
1/18/2013,73258,291.2478049,37.23318822,-120.8258062,2.874834376
1/22/2013,73879,254.3829316,37.37972236,-120.6715845,2.874108156
1/22/2013,74763,262.3237496,37.43750037,-120.9757231,2.873482826
1/22/2013,74602,274.3314808,37.47822018,-120.7459961,2.872330377
1/18/2013,73416,270.2758274,37.34261312,-120.6353359,2.871285394
1/18/2013,73242,287.706489,37.22334559,-120.8441189,2.870270426
1/22/2013,74708,279.1287632,37.45202875,-120.8981293,2.869407123
1/22/2013,75819,267.6676247,37.88428758,-121.5047627,2.8661285
1/22/2013,75693,255.5415378,37.97112848,-121.3441807,2.86386604
1/4/2013,70931,60.66206531,37.3926464,-120.5816025,2.863639633
1/18/2013,71438,36.4996478,37.36603921,-120.5535343,2.862441573
1/22/2013,73868,260.028213,37.37857491,-120.6560054,2.862142391
1/22/2013,74517,285.5928606,37.52447704,-120.7667105,2.860000599
1/22/2013,74557,280.0631144,37.49939652,-120.7170148,2.859716748
1/18/2013,73410,287.5654491,37.33797494,-120.6433586,2.858665456
1/22/2013,73818,267.5196254,37.37308256,-120.5837067,2.85809464
1/22/2013,74771,259.0991436,37.43542373,-120.9861603,2.85677314
1/22/2013,74539,281.0505828,37.51093063,-120.7399415,2.853687843
1/4/2013,70925,97.81536712,37.3961766,-120.5881812,2.852397581
1/22/2013,74583,147.1199495,37.48239165,-120.7167622,2.85145929
1/22/2013,74667,276.165759,37.46147551,-120.8385138,2.851361112
1/22/2013,75784,301.152034,37.90564741,-121.4576118,2.84968254
1/18/2013,71435,44.96006406,37.36375602,-120.5511968,2.849327075
1/22/2013,74531,274.8356397,37.51573745,-120.7495018,2.849317471
1/22/2013,73766,284.3737134,37.33841526,-120.524817,2.847795207
2/4/2013,84309,-21.7381879,38.14627603,-122.5591647,2.847758912
1/18/2013,73423,259.2676149,37.34692744,-120.6281101,2.847674417
1/22/2013,75796,274.7190594,37.89771864,-121.4728378,2.847583944
1/22/2013,74006,266.8897826,37.39255257,-120.857848,2.846373215
1/4/2013,70934,50.20879934,37.39097038,-120.5790192,2.845463701
1/18/2013,73450,242.251278,37.36607705,-120.5978684,2.843485975
1/18/2013,73476,167.9082612,37.38761181,-120.5780709,2.841023893
1/22/2013,73843,270.3866313,37.3759629,-120.6199853,2.840343574
1/18/2013,71875,270.5804485,37.06332166,-120.1934183,2.839477953
1/8/2016,75223,673.8777,34.27154,-118.565,2.839219
1/4/2013,70944,38.29336703,37.38239607,-120.5701742,2.837755757
1/22/2013,73458,263.7095743,37.07406153,-120.2133349,2.837066438
1/18/2013,73487,168.5265074,37.38770065,-120.5964517,2.836973457
1/22/2013,74760,264.5386031,37.43859688,-120.9701991,2.836815788
1/4/2013,70921,110.8920702,37.39843522,-120.5908355,2.836750159
1/18/2013,71668,289.155891,37.24615693,-120.3930237,2.836130015
1/22/2013,75777,304.4662923,37.91042932,-121.4480987,2.835995303
1/22/2013,74070,251.9075404,37.39798019,-120.9505462,2.835896796
11/10/2014,79272,229.0392,37.05808,-120.429,2.835836
1/4/2013,70941,40.03968839,37.3850896,-120.5728901,2.835717734
11/26/2012,70474,46.44035872,37.35988378,-120.5470914,2.835603983
1/22/2013,74694,275.5635641,37.45558851,-120.8780495,2.834856094
1/18/2013,73213,285.2223607,37.20426534,-120.8781418,2.83400407
1/4/2013,70937,44.5117189,37.3883159,-120.5761029,2.833638384
1/22/2013,73995,266.770359,37.39177978,-120.8420599,2.833026831
1/18/2013,73378,276.9531306,37.31577181,-120.6811068,2.832152673
1/22/2013,74605,279.011387,37.47740682,-120.7503083,2.832135951
1/18/2013,72101,261.1895893,36.9907803,-120.3691896,2.83190629
1/22/2013,75822,272.0462583,37.88255958,-121.5096609,2.831527236
1/18/2013,73302,280.9311132,37.26152429,-120.7715402,2.831210299
1/18/2013,73348,263.9146306,37.29305876,-120.7161524,2.829542253
1/22/2013,74573,247.9978998,37.48634656,-120.7023356,2.828767122
1/22/2013,75736,272.1412003,37.9377303,-121.3953917,2.828601625
1/18/2013,74187,267.2294221,37.46360659,-121.0536692,2.828532916
1/18/2013,71885,265.4003289,37.0552178,-120.1835326,2.828209925
1/22/2013,75788,294.4793514,37.90338665,-121.4620174,2.827630084
1/18/2013,73232,272.5557639,37.21666446,-120.8560197,2.826016239
1/22/2013,73753,273.8486192,37.32731609,-120.5116242,2.825763625
11/10/2014,77879,210.235,37.61888,-120.768,2.824558
1/4/2013,70954,64.39933226,37.37220566,-120.5597853,2.824507482
1/18/2013,71415,165.6635742,37.34902131,-120.5357814,2.823658342
1/22/2013,74591,263.89106,37.48117572,-120.7306925,2.821695264
1/22/2013,74016,247.9289137,37.39319265,-120.8727023,2.821336854
1/22/2013,74528,277.6496478,37.51779025,-120.7535506,2.820965763
1/22/2013,73882,258.6389774,37.38006238,-120.6767895,2.819463643
1/4/2013,70950,38.14296916,37.37598115,-120.5636228,2.819438203
1/18/2013,73445,253.3565476,37.36291112,-120.6027504,2.818534525
1/4/2013,70947,37.90745931,37.37937224,-120.5670946,2.817236171
1/22/2013,73857,265.5529828,37.37736836,-120.6403658,2.816992159
1/18/2013,71425,94.20155898,37.35645141,-120.5437155,2.816813361
1/22/2013,74634,284.8230293,37.46965413,-120.7912045,2.816338541
1/18/2013,73245,288.3866037,37.22526419,-120.8406567,2.815967806
1/18/2013,71671,282.3726465,37.24361813,-120.3903817,2.814153164
1/18/2013,71802,276.6561587,37.12551763,-120.2630466,2.812009876
1/22/2013,73840,268.0574123,37.37563778,-120.6151838,2.811164655
1/18/2013,74211,267.4426796,37.48527315,-121.0348037,2.810844774
1/18/2013,71431,58.48169409,37.36124731,-120.5486424,2.810289767
1/22/2013,74317,269.9292619,37.57854677,-120.9884379,2.809344922
1/22/2013,73885,263.3565506,37.3803627,-120.6813748,2.808149963
1/22/2013,74767,258.5739022,37.4363931,-120.9812855,2.807846815
1/18/2013,71793,256.405409,37.13419015,-120.271767,2.807102973
1/22/2013,73783,269.255382,37.352848,-120.5416492,2.806628075
1/18/2013,73689,271.9486055,37.39849667,-120.8875748,2.806245465
1/4/2013,70915,145.4781167,37.40406807,-120.5937568,2.805744808
1/4/2013,70919,127.4286232,37.40099352,-120.5924935,2.80400221
1/22/2013,74551,278.4702869,37.50360525,-120.7253494,2.803613251
1/22/2013,74272,266.693848,37.53080964,-121.0198106,2.80295947
1/18/2013,72105,257.7168634,36.99049059,-120.3746104,2.802284958
1/22/2013,74974,276.5061007,37.65066375,-121.0674015,2.801866438
1/22/2013,73746,266.2919319,37.32151016,-120.5047558,2.799818092
1/22/2013,74599,271.5537912,37.47913877,-120.7412507,2.799701509
1/22/2013,74440,266.5029304,37.57341535,-120.8609044,2.79960985
1/22/2013,74031,249.9939426,37.39421136,-120.8938228,2.79934889
1/18/2013,71418,141.7496759,37.35125153,-120.5379735,2.799159062
1/18/2013,73454,234.1997273,37.36885518,-120.5936682,2.79873536
1/18/2013,72064,240.739001,36.99571009,-120.314859,2.798502847
1/18/2013,73406,291.7028804,37.33549151,-120.6477123,2.797897943
1/18/2013,71442,30.60224776,37.36877276,-120.5563297,2.797009161
1/18/2013,72090,265.3216025,36.99187331,-120.3526502,2.796822356
1/18/2013,72093,265.0885283,36.99151917,-120.3573325,2.796421219
1/18/2013,71652,294.6502443,37.26071492,-120.4091125,2.795856667
1/18/2013,71422,114.3880324,37.3539404,-120.5409723,2.794991466
11/26/2012,70477,40.90933573,37.36216153,-120.5494913,2.794619329
1/22/2013,73807,273.7100102,37.37138737,-120.5683359,2.794431841
1/22/2013,74081,242.753542,37.39917104,-120.9663641,2.792878806
11/26/2012,70483,32.31404003,37.36631084,-120.5537874,2.791661011
1/22/2013,75689,250.9759406,37.97449928,-121.3400704,2.791370799
1/22/2013,74368,225.5632154,37.62253406,-120.9469564,2.790662603
1/22/2013,73454,266.5235382,37.0707693,-120.2093015,2.789919735
1/22/2013,74066,254.9462762,37.39764242,-120.9457177,2.789290625
1/22/2013,74576,217.1410835,37.48221319,-120.7016582,2.785746863
1/22/2013,75792,283.9466761,37.90054435,-121.4674714,2.785634806
1/4/2013,70957,247.1995849,37.36854836,-120.5563344,2.784668033
1/18/2013,71888,263.7980332,37.05253086,-120.180348,2.784404032
11/10/2014,79269,235.4985,37.05777,-120.425,2.783633
11/26/2012,70479,37.07273246,37.36408587,-120.5515026,2.782690134
1/22/2013,74753,269.5554741,37.44043635,-120.9607858,2.78237582
1/22/2013,74936,282.6459067,37.60564484,-121.0706503,2.78118107
1/18/2013,73249,287.9858061,37.22747163,-120.8366008,2.780482241
1/22/2013,74579,152.7975179,37.48133536,-120.7070832,2.780152068
1/18/2013,74260,251.4257536,37.53127395,-120.9976416,2.779059027
1/18/2013,71428,76.2511976,37.35875425,-120.5460991,2.778239003
1/22/2013,74947,285.3795319,37.61806786,-121.0706206,2.777984189
1/22/2013,74687,274.6043133,37.45719908,-120.8685943,2.776683006
1/18/2013,73360,274.8656535,37.30254534,-120.7015843,2.776480915
1/22/2013,74003,265.4557231,37.39231956,-120.8529635,2.774476942
1/22/2013,73871,257.0576616,37.37892509,-120.6606795,2.773816111
1/18/2013,73436,270.1199617,37.35624723,-120.6130191,2.773738306
1/22/2013,74325,269.9504927,37.586302,-120.9831066,2.773181303
1/22/2013,73779,270.4032792,37.34989695,-120.5382528,2.77289188
1/22/2013,74088,235.8136566,37.40005925,-120.9765855,2.771868142
1/22/2013,74715,283.6023242,37.45039834,-120.9072949,2.771514882
1/22/2013,74013,250.4770164,37.392988,-120.8678334,2.769780962
1/18/2013,74273,264.8161504,37.54311406,-120.9875485,2.769177006
1/22/2013,75040,279.7542867,37.7310033,-121.06102,2.768131835
1/18/2013,72123,259.5006251,36.98901755,-120.401199,2.766935341
1/18/2013,71610,294.9461506,37.29637797,-120.450468,2.766421127
1/22/2013,73821,264.6005986,37.37354709,-120.5885879,2.765210636
1/22/2013,74321,270.2080082,37.58206545,-120.9860364,2.764755393
1/22/2013,74756,266.0809161,37.43951842,-120.9654801,2.764675945
1/18/2013,71665,294.4327292,37.24931991,-120.3963565,2.764163297
1/22/2013,73992,269.7526044,37.39153796,-120.8372389,2.763325208
1/22/2013,74292,263.9954302,37.55215947,-121.0060782,2.762612873
1/22/2013,73892,267.0291966,37.381007,-120.6907058,2.762418927
1/18/2013,73519,287.5259436,37.38785434,-120.6382641,2.762298979
1/18/2013,73375,270.6476466,37.31339878,-120.6849007,2.761452876
1/22/2013,74021,248.9616461,37.39345667,-120.8790462,2.759255071
1/22/2013,73875,253.9852254,37.37930098,-120.6656156,2.758010601
1/4/2013,70912,158.5478539,37.40666588,-120.594396,2.757858878
1/18/2013,73441,263.7117609,37.36004865,-120.6071411,2.757617043
1/18/2013,73524,290.4661295,37.3880771,-120.64546,2.755844544
1/22/2013,74615,280.3746075,37.474837,-120.7639893,2.75545208
1/18/2013,73574,298.6808358,37.39043073,-120.7214285,2.754810141
1/22/2013,75826,275.0972317,37.880839,-121.5147045,2.754660748
1/22/2013,74444,268.3696973,37.57122907,-120.8569014,2.754639383
1/22/2013,75781,304.6078809,37.90787707,-121.4531848,2.75402666
1/8/2016,75084,693.2153,34.32081,-118.51,2.753691
1/18/2013,71607,296.9674578,37.29871003,-120.4531292,2.75341322
1/22/2013,75725,272.2135788,37.94561225,-121.3810898,2.753236403
1/22/2013,74437,265.0837386,37.57561108,-120.8649526,2.752653485
1/18/2013,71674,274.9382087,37.24051274,-120.3871711,2.751040745
1/18/2013,71613,292.8414543,37.29341365,-120.4470683,2.750028891
1/22/2013,74923,270.3034537,37.58988051,-121.0661805,2.749998969
1/18/2013,73513,285.0905778,37.38769414,-120.629935,2.749062189
1/22/2013,74371,228.735084,37.61939911,-120.943097,2.745734887
1/22/2013,73804,267.3505807,37.37015573,-120.5635949,2.745707605
1/22/2013,74476,271.4239391,37.54933056,-120.8176272,2.745334304
1/22/2013,75732,272.5456468,37.94038506,-121.3904642,2.744872627
1/22/2013,73889,266.7631354,37.38070393,-120.6862882,2.744482625
1/18/2013,71799,269.5111965,37.12837935,-120.2659457,2.744148342
12/15/2015,72346,230.7791455,37.01589504,-120.3706897,2.741603044
1/18/2013,71789,262.241426,37.1374289,-120.2749421,2.740859282
1/8/2016,75595,680.3605,34.24184,-118.561,2.739273
1/8/2016,75609,627.8052,34.2344,-118.544,2.738836
1/18/2013,73503,228.0778499,37.38771801,-120.6168747,2.738443434
1/22/2013,74725,284.728279,37.44785179,-120.9217209,2.738204767
1/18/2013,71881,269.0680229,37.05810492,-120.1870169,2.7368967
1/18/2013,73330,269.2116773,37.28033911,-120.7370956,2.735651433
1/18/2013,73497,212.6420644,37.38771824,-120.61017,2.734791792
1/18/2013,74440,292.5455339,37.69427969,-120.8550744,2.734066463
1/22/2013,74433,262.326337,37.57839482,-120.870061,2.733911674
1/18/2013,74443,292.5524028,37.6971966,-120.8523651,2.733177513
1/18/2013,73261,285.4825841,37.23521811,-120.8219503,2.731714445
11/10/2014,79287,238.4229,37.05939,-120.451,2.731175
1/18/2013,71642,291.4614682,37.26922082,-120.4187259,2.729824787
1/18/2013,73431,264.6054147,37.35265154,-120.6187212,2.729595881
1/18/2013,74263,255.4011502,37.53429169,-120.9951804,2.72944093
1/18/2013,71445,28.41876268,37.37116074,-120.558767,2.727485953
1/18/2013,73427,257.2906588,37.34996889,-120.6230882,2.727384436
1/22/2013,74680,270.989142,37.45874229,-120.857793,2.725768703
1/22/2013,73965,256.540183,37.38918681,-120.797611,2.725596115
1/22/2013,74084,240.3394003,37.39960048,-120.9712668,2.725468026
11/10/2014,79293,238.0949,37.05984,-120.46,2.725261
1/18/2013,71620,295.555391,37.28787804,-120.4405879,2.725112376
1/18/2013,71616,292.5875308,37.29091518,-120.4441707,2.724738101
1/22/2013,75721,266.0103949,37.94863214,-121.3758003,2.724725195
1/18/2013,71682,263.0211098,37.23376973,-120.3803076,2.721935994
1/18/2013,74266,260.4421134,37.5370249,-120.9928797,2.721542317
1/18/2013,71461,30.01399351,37.38384812,-120.5716302,2.721382158
1/18/2013,74616,279.3393459,37.87490493,-120.8578214,2.720880838
1/18/2013,73491,189.996505,37.38771306,-120.6013365,2.720595397
11/10/2014,79267,245.7542,37.05746,-120.42,2.720417
1/22/2013,74483,277.5195236,37.54512621,-120.8096588,2.719331623
1/22/2013,73811,278.0823344,37.37212546,-120.5741982,2.719000578
1/18/2013,73389,291.5666057,37.32390987,-120.6674995,2.718795875
1/22/2013,74342,261.3523958,37.60471666,-120.9702233,2.716652056
1/22/2013,74718,283.5599759,37.44959985,-120.9118603,2.716622006
1/22/2013,75678,248.3591471,37.98397729,-121.3285478,2.716576529
1/22/2013,73750,268.4625397,37.32442165,-120.5081822,2.71646812
1/22/2013,74404,272.8418878,37.59692991,-120.9052983,2.715326873
1/22/2013,75728,271.7187956,37.94336658,-121.3850513,2.715008499
1/18/2013,74269,264.1687378,37.54011814,-120.9901877,2.714844476
1/18/2013,73253,290.9865584,37.23059551,-120.8307288,2.714594256
1/18/2013,73371,268.6806734,37.31050862,-120.6894627,2.713860585
1/18/2013,71655,297.7096112,37.25816531,-120.4062232,2.713409211
1/8/2016,75593,682.4919,34.24331,-118.564,2.713047
1/22/2013,74230,259.830941,37.48547263,-121.047979,2.712866282
1/22/2013,74521,287.1917882,37.52201574,-120.7618919,2.712600589
1/18/2013,71448,27.39320372,37.37354135,-120.5611909,2.710466764
1/18/2013,73516,286.1273221,37.38774941,-120.6340981,2.709962046
1/22/2013,74060,257.5055181,37.39696662,-120.936279,2.709806558
1/22/2013,74365,247.4632799,37.62465256,-120.9513562,2.709586439
1/22/2013,75713,249.789111,37.95417244,-121.3663082,2.709463654
1/22/2013,74712,281.3634801,37.45118297,-120.9028451,2.705626251
1/18/2013,71638,288.8572431,37.27205012,-120.4219166,2.704112634
1/18/2013,71604,296.3665953,37.30162319,-120.4564754,2.703905441
1/22/2013,74587,238.6077921,37.48217443,-120.7245241,2.702389826
11/26/2012,70464,79.8866643,37.35279644,-120.5406743,2.701792619
1/22/2013,74282,264.5248403,37.5413746,-121.0129597,2.701738867
1/22/2013,75830,279.4077316,37.87883655,-121.5206617,2.701290462
1/22/2013,74010,259.6990347,37.39277012,-120.8627518,2.698924335
1/22/2013,74670,271.4749585,37.46078828,-120.8433307,2.698693212
1/22/2013,74957,286.9958024,37.63085303,-121.0694272,2.697044918
5/27/2015,71821,148.1565,37.34582,-120.544,2.696018
1/22/2013,74749,274.3510438,37.44138354,-120.9560009,2.695819049
7/29/2015,75664,466.1801,38.51747,-121.18,2.695497
1/22/2013,74448,269.640824,37.56838094,-120.8517491,2.693759867
1/22/2013,74375,253.8129404,37.61646537,-120.9398446,2.693651259
1/22/2013,75043,275.7043663,37.73486332,-121.0607431,2.693052645
1/18/2013,72190,267.1513882,36.97880391,-120.4992628,2.692872939
1/18/2013,73534,303.053713,37.38853977,-120.6614951,2.69237621
1/22/2013,74630,281.585079,37.47069272,-120.7857342,2.692066556
1/18/2013,72048,262.1308621,36.99834883,-120.2924499,2.692040024
11/10/2014,79296,249.0283,37.06005,-120.464,2.692029
1/18/2013,74613,277.425686,37.87160333,-120.8556388,2.690562778
1/18/2013,71464,28.9632904,37.38669709,-120.5745464,2.689673686
1/22/2013,73954,258.0949695,37.38794542,-120.7817402,2.688636598
3/30/2016,70674,302.4867,37.38516,-120.814,2.688533
1/22/2013,75070,281.694625,37.76679799,-121.0579039,2.687547689
1/22/2013,74486,278.1639737,37.5430616,-120.8055759,2.687546465
1/22/2013,74503,285.3910146,37.53285249,-120.7840206,2.68727503
1/22/2013,74500,286.3189738,37.53485771,-120.7882952,2.687080321
1/22/2013,74462,266.3409216,37.5587865,-120.834668,2.685429576
1/22/2013,74732,285.178185,37.44603602,-120.931857,2.685080758
1/18/2013,73685,271.1656467,37.39817635,-120.88169,2.683925672
1/8/2016,75226,676.7814,34.27377,-118.563,2.683363
1/22/2013,74226,257.1403627,37.48191775,-121.0504594,2.682882397
1/18/2013,73541,311.6774068,37.38882701,-120.6719445,2.681572265
1/22/2013,74415,269.8313061,37.58974918,-120.8915795,2.681241031
1/22/2013,74350,263.2047698,37.61202007,-120.9649066,2.680310275
1/22/2013,73895,263.6032514,37.38132835,-120.6957462,2.678403346
1/18/2013,73494,201.3595256,37.38772097,-120.6053325,2.67736276
1/22/2013,75889,286.1825705,37.85155008,-121.6073263,2.676473118
1/18/2013,71458,29.37321989,37.38104931,-120.5687907,2.676180662
1/18/2013,73509,285.4837756,37.38769814,-120.6256548,2.67591679
11/10/2014,79290,234.5738,37.05962,-120.455,2.675513
1/22/2013,74981,277.2622089,37.6590066,-121.0666954,2.675307877
1/22/2013,74507,285.1722573,37.53089122,-120.7798784,2.672403078
1/18/2013,71626,294.0818615,37.28258054,-120.4343012,2.672013719
1/22/2013,74328,267.9085492,37.58997391,-120.9805536,2.671986331
1/18/2013,73326,276.3322585,37.27768591,-120.7416694,2.671949893
1/22/2013,74233,263.0623173,37.48871004,-121.0458564,2.671931237
1/22/2013,75066,287.7036943,37.76237725,-121.0583345,2.671843958
1/22/2013,74236,264.8630545,37.49234506,-121.0435515,2.671725845
1/22/2013,75892,289.9383863,37.84992742,-121.612201,2.671642654
1/22/2013,73950,259.2421297,37.38744241,-120.7756207,2.671393768
1/18/2013,71451,27.40816209,37.3762733,-120.5639541,2.670383378
11/10/2014,77876,210.5704,37.62189,-120.769,2.670328
11/26/2012,70441,201.1126317,37.33578988,-120.5532535,2.670289022
1/22/2013,74926,270.5081816,37.59390356,-121.0676532,2.668626227
1/22/2013,74418,267.8646844,37.58767077,-120.8875983,2.668563993
1/22/2013,73786,267.6380709,37.35591152,-120.5451034,2.668366417
1/22/2013,74490,279.7119948,37.54099259,-120.8013328,2.668131331
11/26/2012,70444,170.5981457,37.33702447,-120.5493143,2.667596516
1/22/2013,74994,263.6583535,37.67485905,-121.0654326,2.667168685
1/18/2013,74276,265.5537984,37.5459469,-120.9850707,2.667116661
1/18/2013,73382,286.6957964,37.31886761,-120.6759933,2.66638242
1/18/2013,73529,295.769331,37.38831024,-120.6535672,2.666308652
1/18/2013,74256,251.6606037,37.52783603,-121.0004338,2.6658555
1/18/2013,71601,292.866644,37.30411586,-120.4593534,2.665120193
1/22/2013,74641,286.6137114,37.46792419,-120.8005816,2.663626974
1/18/2013,71623,295.3907589,37.2855605,-120.4378396,2.660753112
